Blog Post,Author Number
"i just found out today that i am supposed to be in work at 7:30am! oh well, ill get here at 7:30am tommorow. im not fired, so i suppose its all good. silly me.",17
"so now, i got the site running. and yeah im using a dumb template in the meantime, but im gonna do some funny stuff with this site. i created so i can vent my creative side. but stay tuned ill get the ball rolling.",17
They deleted my stuff!!!!!! *sigh* i guess when they did the conversion from www.david.gs to www.ninjaturdles.com my stuff got deleted!,17
here is a link to the playlist im listening to now. you need to download rhapsody to check it out.   urlLink RHAPSODY Link,17
"there is so much to do today. my back hurts and im tired. i have a test on wednesday. i have to bust some major bootie this morning and the rest of the day to feel comfortable about the test. the test is open book, but you know how those test are. they tend to be the hardest. so, ok. as for the site. don't expect much out of if other than a blog till after this summer session is over with. maybe july 5th. is when i will start working on my ninjaturdles. but as for now, its just a blog. anyways, have a good one and wish me luck.",17
"sorry about not updating as fast i should, but ive been pretty busy with summer school session 1. its got me ited for time. and yeah, you know me im here studing. but oh what i was wanting to share with you guys is that if you need some really good studing/motivation music listen to the cd ""Run Lola Run"" i mean its got a beat that is continous and and seems to never end but its great for pumping you u pto do something.    anyways, have a good one. back to studing.",17
"well sort of. im inheriting my grandmothers house for the time being. Rent free! I am going to do some work with the house and fix it up n stuff. its got 3 bedrooms and one bath. its not a great house but its a decent enough house to live in while i pay off my debt. before this opportunity came up it would have taken me about a good 2 years to get out of debt. now, its going to take me 6 months to get out of credit debt alone. ill take some before and after pictures to keep you guys posted. oh yeah, i get cable again! yeah me!",17
,17
,17
"2Pac: Perhaps I was addicted to the dark side Somewhere inside my childhood witnessed my heart die And even though we both came from the same places The money and the fame made us all change places How could it be - through the misery that came to pass The hard times made a true friend afraid to ask - for currency But you could run to me when you need me and I'll never leave I just need, someone to believe in, as you can see It's a small thang to a true, what could I do? Real homies help you get through And come to knew he'd do the same thang if he could Cause in the hood true homies make you feel good And half the times we be actin up call the cops Bringin a cease to the peace that was on my block It never stop, when my mama ask me will I change I tell her yeah, but it's clear I'll always be the same Until the end of time  Richard Page: So take, these broken wings I need your hands to come and heal me once again (Until the end of time) So I can fly away, until the end of time Until the end of time Until the end of time  2Pac: Please Lord forgive me for my life of sin My hard stare seem to scare all my sister's kids So you know, I don't hang around the house much This all night, money making got me outta touch, shit Ain't flashed a smile in a long while An unexpected birth worst of the ghetto childs My attitude got me walkin solo, ride out alone in my lo-lo Watchin the whole world move in slow-mo For quiet times disappear, listen to the ocean Smokin 'Ports, think my thoughts, then it's back to coastin Who can I trust in this cold world? My phony homey had a baby by my old girl But I ain't trippin I'm a player I ain't sweatin him I sex his sister, had her mumble like a Mexican His next of kin, no remorse it was meant to happen Besides rappin the only thing I did good was scrappin Until the end of time  2Pac Now who's to say if I was right or wrong? To live my life as an Outlaw all along Remain strong in this planet full of player haters They conversate but Death Row full of demonstrators And in the end drinkin Heneessy made all my enemies envy me So cold when I flow eliminatin easily Falls to they knees, they plead for they right to breath While beggin me to keep the peace (haha) What I can see closer to achieve In times of danger don't freeze, time to be a G Follow my lead I'll supply everything you need An ounce of game and the trainin to make a G Remember me, as an outcast Outlaw Another album out, that's what I'm about, more Gettin raw 'til the day I see my casket Buried as a G while the whole world remembers me Until the end of time",17
urlLink dont judge me,17
"urlLink dancin dancin, dancin machine!",17
urlLink zoom zoom zoom,17
urlLink zoom zoom zoom,17
urlLink goo goo ga ga,17
urlLink blahblahblah,17
urlLink raise my nuggets!,17
"urlLink my poopies are drippy, GO LARGE!",17
urlLink biooootch!,17
urlLink Super size it,17
urlLink Show me Bigger Comic,17
urlLink Office Spaced Ninja Turdles BIGGER,17
urlLink show me BIGGER!,17
urlLink see bigger image CLICK ME,17
,17
guess who's back?! yes you got it right! Mase is back! check out his video!    urlLink windows media   urlLink real player,17
"yes, i wanna work with Apple. i need something that is gonna challenge me and keep me on my feet. i already can handle stress, so i wanna do something that is actaully gonna push me. i hope i hope i get a job there. gonna start applying the last 2 years of my grad. degree plan.",17
i want a saab!!! forget the vw!,17
do you think its dumb to want to get a new car cuaes you want to even though your got a new car already????,17
"yeah i miss my jetta. but, now i want a vw gti or golf.     they are so uber cute!",17
"i need a counter. can someone suggest any good counters that i can use or purchase? i dont know who is coming in and going out my site. help a brotha' would ya? btw, yeah. im gonna be working on the site more and more this summer. in the process of moving now so it might take me a while to jump at it. but yeah, got some great ideas. btw, if you want an email address let me know.",17
here are some photos of our 4th of July thingy booper. now that im out of school for a couple of months time to update this site huh? ................... so i got an email asking me where i posted the pictures.... i forgot! silly me! enjoy!   urlLink,17
urlLink uglypuppy,17
urlLink ninja action frames!,17
urlLink durr be durr,17
"stuff is so changing like always..you just get used to something and then it changes with life death moving breaking up everything just everything. i feel sad in a way but thats what life is, just changes. well anyway i dont really have much to say. everyone pray for everyone. thats about it. we all have our own grief and problems.",18
wow im writing twice in 2 days...thats like amazing :) today i woke up at 9 and got ready for work and then i worked 10-5 at the cleaners w/ andy and it was sooo long but a little fun and not so hot b/c GUESS WHAT?? it was cooler today! on my way to work my car said it was 75 degrees. thats like amazing. last night mel alli and i went to macaroni grill and it was SO GOOD and always when i go there i eat the bread and my salad and then when my pasta comes out all i can eat is like 3 bites...literally...so i take it home for later! i should just learn to say no to the salad but mmmm i just cant! so yeah im heating up my pasta righhht as we speak to eat it for supper tonight so that totally excuses that damn place being os expensive...it covers 2 meals! anyway im getting side tracked...after eating we went on an adventure w/ jail mates and then we went to joes house for his party and stayed there for a bit. it was fun so yeah....gooooo ddr as if we havent had enough of it already lol. wow cool stuff right haha. but yeah joes was really fun then i came home etc. then today i worked and then i went and worked out and now im just chilling for now...so later kids xoxo,18
"heyyy :) whats up? it is friday at 12 oclock in the afternoon and i just got off of work at the gym and then i picked up mickie dees! its so good! i havent had it in so long so its yummy. i have to work again from 3-7 and then im not sure what im doing :) it is SO pretty outside today! like really im thinking its the prettiest day since i moved here. its nice not hot just really nice and sunny so yay! lets see what have i been up to! nothing at all! just enjoying the last few days of summer. the other day i went to my friends house and laid out at his pool and even though it was only for an hour it was just SOOO relaxing! sunday mel alli me and katie might all go shopping at like lenox and town centre so that would be fun! i get paid today at one of my jobs even though it probably wont be much b/c it is from the time period that i was on vacation in hiltonhead! im wearing my livestrong bracelet right now, everyone should get one b/c they are only a dollar and they give money for lance armstrong's cancer and research for it. over 6 million have been sold! and theyre kinda cute and fun to wear :) . i got my hair cut yesterday :) its kinda a little shorter but its still past my shoulders so its all good! it needed to be cut! todya at the gym i had the CUTEST little boy ever and he just moved here from orange county california. isnt that crazy. i would give almost anything to live out there! but oh well i suppose for now peach town will do :) today on my way to work i was on the highway and its 2 lanes and a fire truck w/ its lights on was behind me and didnt know what to do so i switched lanes. are you supposed to completely pull over? i wasnt sure b/c isnt it bad to stop on a highway? hmm im still not sure hopefully i did it right...tomorrow i have to work 10-5...ahhh! thats so long! okay well im going to go do nothing now for 3 hours until work! i love you all!       melanie---i still need you to be my bloggie doctor missy!!   adryan---im not depressed, really im not. im just very VERY moody most of the time...   brandon---its cool that yall went out...whatd yall do? anyway im glad you didnt call me at 5 am b/c i had to get up at 7 for work but i'd put my phone on vibrate so i suppose it would have been ok! you know how i am when im asleep...lol.       k bye everyone...and...Smile b/c i love you",18
"things are about to change dramatically eh...    im not going to mention the unmentionable of next week    the worst is over and we can breathe again    mel---im totally completely sorry but can you fix my bloggie w/ all my links again? i really did try to do it on my own and i have NO idea what im doing. i love you!    i wish i was at the beach :(    ive been very moody lately. very. and not exactly lately, unless you consider several months, lately.           yesterday was my half birthday. anyone remember.       off to the gym. leave me some.",18
How could I forget this...  The 11th Commandment that never made the Old Testament...  11. Thou shalt not not love The Pettit Project!!    Head over to Pettit's website!!! http://thepettitproject.com  bless!,19
"prounced: ""pett-it""   Alright, I know it's been awhile, but meh. July 6th, I went to a Fefe Dobson concert. If you don't know who Miss Dobson is, then you are a bigger loser than me... http://www.fefedobson.com. Btw, Fefe is not her *real* name, but a pet name coming from the proper ""Felicity"". Anyhow, I would not have gone to that concert if it wasn't for Julie K. who is my next door neighbour. She's a really nice person. Her eldest son, Dan, is Fefe's lead guitarist.   So we went downtown to Capital Music Hall. It was a tiny little place, well tiny compared to like the NAC lol. It was about the size of a gymnasium.   Okay so I was there, standing for like 10 minutes when the opening band (The Pettit Project) started. The lead singer dude, Scott Komer, is like 6'5"", blonde and really, really queery. There's nothing wrong with queery people though. They played like all of their songs, about 8, I think. When they were done, I was happy that the night was almost through -- you see, I didn't particularly LOVE them (at that time), I was more worried if I was ever going to hear again. The loudness of the music was well... extreme.  Next, Fefe came on and did all her schblewy -- that's a brand new word I just came up with -- w00t!! She was pretty awsome. She had one song, which she said was new, ""Don't Go, Boys and Girls"". It seemed to be about ""boys should be with boys, girls should be with girls, and boys should be with girls"", I think. I never really understood that one. I mean what does the title have to do with such a topic? ¿Don't Go?  Afterwards, my mind sort of drifted -- like it does often -- and I started thinking about Pettit. I really wanted to get a CD. So I did. I made Scotty sign it. Yay! Anyway, they are all I can listen to now. I think I know all the words to the songs on that CD, as well as Mr. Obvious on http://purevolume.com/thepettitproject/music. These people absolutely rock my world.  What is so amazing about Pettit, is that I was never really in love with rock music. Now I am. I have pretty much begun ditching rap, except d12 and eminem!! I haven't listened to much country or celtic or welsh or french or anything but Pettit, since I discovered them.  So we can now say that July 6th, 2004ce was a life changing day for moi. Très bien.  bless ye!",19
"I don't like the fact that whenever I open up my access log, I get overwhelmed by the junk requests that waste my valueable bandwidth and harddrive spaces. They all tend to attempt to execute some code, which does not exist on my Linux box, and compromise my server. Apache is not vulnerable to those IIS-specific exploits, but they are annoying to hell nonetheless.  A few google searches reveals that you can put a few lines in the config file that matches the requests to a regexp and redirect them to elsewhere if they are found to be malicious. They do work like a charm, well,  but for only subset of the exploits. The nastiest ""SEARCH  /\x90\x02\xb1\x02\xb1\x02\xb1\x02\xb1\x02..."" that easily takes hundreds of lines of my valueable log file space is still there. I'd really appreciate if some one could suggest an easy solution to get rid of this mess.",20
"urlLink Irssi Users List Archives (05/2003) - : DCC, ip_conntrack_irc.c and file names   I always thought that it was a bug in irssi that prevented me from dcc-sending files with spaced filenames--until one day, I noticed a few lines in dmesg:   Forged DCC command from x.x.x.x: 0.0.0.0:0 Forged DCC command from x.x.x.x: 0.0.0.0:0 Forged DCC command from x.x.x.x: 0.0.0.0:0   After some googling I found that the conntrack module chokes on spaced filenames... So far, my only workaroound is to rename the files so that spaces are replaced with underscore using the following one-liner:   for file in *; do mv ""$file"" `echo ""$file"" | tr ' ' '_'`; done",20
"ja:    血  ち  見  み てぇのか？   en: Wanna see blood? zh:  想見血嗎？   Pronunciation: chi-mee-T'HE-no-ka  The usage of this phrase is self-explanatory, but whose blood it means is entirely up to the person the phrase is addressed to.  Note: This entry contains  RUBY annotations . Mozilla users need to  download  this plugin in order to view them.",20
"urlLink Straw man - Wikipedia, the free encyclopedia  Here is an example of Straw man technique:  A: It is really hard to find a job in Vancouver. B: How do you explain my friend, who got employeed after only two weeks of searching?  Sometimes you wonder why you just can't make the other party understand your point. In the example, B presents an anecdote which does not invalidate A's statement in anyway.  Next time when you are in a debate, try identify as many straw men as posible.",20
"Well... 千里之行始於足下。—a thousand-mile-long journey begins with a single step. I have been comteplating on what to write, since this is my first post. Gotta take it seriously, you know. But then I realized that I shouldn't try so hard squeezing my ideas out of my brain just to fulfill some first post length requirement I made up on my own. That's just plain silly...",20
"C folks all love the null-terminated strings. They can do all sort of wonderful tricks to them such as inserting nulls at arbitrary positions to cut or deliminate the the strings. However, it is not the case in Java or .NET strings, where they are heavily protected and limited by their length field.  If you are using Winforms on Windows, you will notice that the assemblies are simply the wrappers of the good old WIN32 API. If you try to make a text field display a string with Unicode 0x0000 in it, when it gets to the marshalling everything after the null character will get truncated.  It's some interesting observation, but I have yet to find a use for this trick.",20
"met up with my sup on thurs....everything seems ok......just that my results are not 'correct'! anyway he did say 'Good!' once........although i'm not sure if he really meant it. hopefully can find the bug that is causing the logic error and hopefully have better results. driving on fri was ok....think i have a better sense of the car's dimensions....but still can improve. knocked down the pole during parallel pole......shucks first time i did that......tot can keep a clean sheet.  bought a new game....battlefield 1942......it's awesome.....the very big map plus u can control vehicles as well, plus of course the usual cs weapons. also have medic.....interesting though not that useful in single player games.  sat played pool with ed and coy. haiz not much improvement...when i try to concentrate on placing the white ball.....the potting is lousy. when i try to pot...then the placing is like shit. not easy as i thought......definitely needs a lot of practice.",21
"wow a week has past.....well funkamania last friday was not up to expectations. non of the groups really 'wowed' me....the best was KR dancers, for their humour and 'glow-in-the-dark' costumes....very innovative indeed. i think funk dancing shouldn't just be fast movements...there should be slow movements now and then....to emphasize the fast parts. if not everything will seem quite monotonous....and positioning and coordination is very important. if all the dancers move, dance together and in orderly manner....any move will look great. there should also be some interaction between dancers....not that impt though.  went to play badminton with oak3 ppl on saturday. i was quite surprised sj sms me the day b4....for some small chat. i can't help but wonder why she's available on saturday to play badminton....shld be going out with her bf. i was more surprised when she said she's sick on sat....tot staying at home would be wiser. anyway was glad she was there.... the question mark over her current status keeps bothering me till now...most probably her bf is on overseas attachment. yah one more thing.....she looks great when just waking up....  watched hero with the usual movie gang....it was a little bit below my expectations but...the story is quite interesting. the fighting scenes are beautiful....not very exciting...just nice to watch. now looking forward to the matrix sequels....oh ya.....actually got a free chicken sandwich during the show as i was informed last minute abt the show. hmmm perhaps shld act blur the next time..then can get free meal....",21
wah so many days never log...slacking liao. anyway finally decided on the courses to take this sem...after much struggle. hope the os course is not very difficult. just completed medal of honor...great game!! reminds me syphon filter...the missions are quite similar. today's driving lesson was good...managed the parallel parking quite well....no poles down....gained some confidence as well. hope to pass it the first time....  never touch fyp for a while...gonna finish all the tests by this week....hopefully i have the will to do it.....it's getting more boring.,21
wed's driving lesson: keep close to the line before changing lane...that conveys the intention of changing lanes. i kept forgetting abt that one. then at evening time went for mel's bday celebration at fish and co. wow the fish and chips serving was huge....i was really full at the end. well the funny part was that cindy got a stool for mel....low cost due to the poor economy. then all of us wrote our bday greetings on the stool. oso the restaurant's staff made mel stood on a chair b4 we sang the bday song...quite embarassing for him. during dinner heard alot of comments abt IA....well seems that certain things dun change...,21
went to sch of computing for OS first lecture...quite blur...was late as well so dunno how to register modules. but saw quite a few chiobus of SoC...hmmm something diff compared to our lectures. haiz still can't make up my mind what to take. think os gonna be quiet time-consuming but it's related to embedded systems and i'm interested in knowing more abt that. think will make decision after going thru all the lectures this wk. mel bday tmr and going to celebrate at ex-tgif...dint know where that was at first. now birthdays more low-key liao...maybe ppl are short of money to buy presents. anyway it's good enough that oak3 have kept the tradition alive for so long liao..think abt 1 and 1/2 yrs.  went to the astar website and saw some interesting stuff related to my future career. still dunno if research is the type of job for me....think i'm more a hands-on person. but seems that govt is pushing very hard for higher degrees and research. think may not be too difficult to get a scholarship for master or phd....but then i dunno whether i can do research or not.,21
first day of the last semester in sch...sianz. went to cn2 first lecture...realized there's a project worth 40% to be done...related to sockets programming. sounds interesting and challenging but tough too. tot some of my former classmates will be taking them but some went off during the break and some told me they not taking the module after the lecture. haiz...no kaki for the project. may also be good...the project may turn out to be too tough in the end. but not many choices left...planned to take 3 modules but looks like only 2 left....still have os and vlsi...hope they are easy modules....at least not tough ones.,21
"sat nite met up with wf, zx, qh, yz and jf to have dinner at the ultra ex crystal jade kitchen at taka. but jf, who's back from his overseas attachment, was generous enough to subsidise 20 bucks for the rest of us. he earning big bucks overseas i believe. the service was quite lousy...we 6 ppl had to cramp into a table meant for 4...but the food was good, albeit a tad too expensive for students. after that it was warcraft time at far east building...the most 'ulu' lan game centre and billiards centre u can find in orchard. it was quite fun...pairing up with qh and beating the rest...haha...but then 2 of them are beginners so we were accused of bullying. then we play card games at the least expected place...inside orchard mrt. through playing 'bluff' we realised that zx never lies...even when the game demands it. later we played hearts...not bad coz i learnt a new card game.  sun morning's soccer session was good. we discovered a new basketball court inside chong boon secondary sch. it was fenced up and the ground surface is good. the only problem was that.....it was DAMN HOT!!.. there's no shelter and with the 12pm sun scorching...it feels like playing in the Sahara desert...but overall it's good..we had the whole court to ourselves. then after soccer went to zr's cousin's hse for swimming. actually not swimming...just soaking in the water but there's a pool that can produce jets of water for messaging. it's really good...especially after a tiring workout...it's powerful enough so the messaging effect is there. definitely shiok....to top all that up....a nice cosy late afternoon nap at my king size bed...BEST!!!",21
well after some experimenting with the blogger interface...finally my first attempt at blogging is successful!! still in the midst of figuring out why would people want to write their everyday life and thoughts and opinions for all to see. I have seen some and wow...i was quite surprised at the frankness of some. hmmm...guess i have to give it a try to see just what the appeal is. anyway dun think i will have the discipline to stick with the routine of weblogging.  anyway to know more abt me just go to my homepage...that's all for now. btw am i writing for myself or for the reading pleasure of someone else? i haven't really tried writing a journal so it kinda feels strange.,21
watched the sheares hall production on friday......except for the sexy gals on the show.....it was total crap.....the only redeeming thing was that there were gals wearing some skimpy outfits.....the songs sucked....so does some of the acting......  starting to feel the stress from the fyp project....presenting in about a weeks times. might as well also......do a final report and ppt then just need to present again to the examiner.....  really sick of the project now.....dunno if it's me or the subject matter but......research seems boring. the past few days have been running simulations....it's amazing my computer can withstand all the processing. hopefully it doesn't crash.....can crash after ca4.....  haiz just wanna get past march......onto april and it's left only the exams......  finally graduating soon.....i wonder the feeling that i will have after my last paper.....,21
wow a week has past....quite a hectic week of fyp simulations at home. actually my computer is more overworked than me. seems like my supervisor is stepping up the gear already....starting to feel a bit stressed. he is still not satisfied with the results. i think they are ok oredi....given that the original approach is already good enough.   then the bloody driving test oso coming soon...shucks seems like everything all packed onto march. plus all the other modules assignments....term papers....tests and all that stuff....march is gonna be hard to bear man. still gonna send resumes and hope to find a job! wakau...cannot tahan liao....  hopefully can take things one at a time and finish everything on time.....haiz....engineering course so....prepare to slog for 4 yrs....which is very true....never believe my seniors but now realise it's the truth.,21
"haiz......did nothing for her during vday. actually was ready to carry out the plan on vday morning....roses and the mp3 cd. but met her online on thurs nite and.....somehow i feel the pressure to ask her out for dinner. she said she didn't have presents and no dates...which surprised me actually. then kenna rejected. at first she seems undecided...but then at last it was a firm no. haiz....she oso mentioned something abt leading ppl on. oops...is she implying that she is leading me on? and the prevent further misunderstanding...she cannot go out with me?  although i had told myself in my mind that i will not be affected by her, the fact is that i can't control the disappointment and bad feelings after the rejection of the date. the feeling that i had a yr plus ago was back....that same feeling of admiration, despair, doubt. i feel like going all out to woo her...but i can't accept the failure. i noe that a failure here will lead to loss of concentration to do any other things....school work in particular.  she is just unique....no one ever comes close. is she really the one in my life? i must admit that i do not fully understand her...but i oso do not fully understand why i like her....it's hard to describe...it's the whole package. i wonder if i will ever meet someone like her again.",21
now having doubts if i can execute the plan properly....there's the problem of getting flowers at a place near her house. i wouldn't want to carry flowers while taking the mrt....then there is the problem of whether giving her a cd of mp3s would be too lame....she might think of it as cheapo. anyway i just want to give her something different...something that she can use and able to enjoy....  actually shld give chocolate...instead of roses....coz that may be too strong....'intention' wise. chocolates should be quite neutral rite....at least won't be embarassed if i have been getting wrong signals....,21
suddenly have this impulse of sending her a stalk of rose and a cd of mp3s.....consisting of love songs. i wonder if it will be a pleasant surprise.....or a rude surprise......  in any case....i really wish that she would be happy this vday. at least she gets appreciated on that day...thinking of going to her house early in the morning to give her everything. but that would mean i have to wake up sibe early....  i'm oso scared that i have getting the wrong signals all the while......till now i still think that alot of guys interested in her.....esp in oak3.....,21
"the fact that she sms me during the badminton last time....the fact that she sat next to me during the dinner.....the fact that she tried to strike a conversation with me....are these hints that she has a liking, perhaps small, towards me??..  i am struggling with the decision to ask her out on vday....that's one. the 2nd is thru what.....sms or thru phone. icq would be very lame.....but it will seem out of the blue leh. from no dates to a date on vday itself....that's a rather big jump. that's what i want to avoid...jumping the gun.   suddenly had this idea of creating a mini-cd that has love songs in mp3 as a gift for her. main motive is to make her feel appreciated this vday...coz she may be feeling quite low. but dunno how to pass to her...wait for her at her hse? that may be too aggressive. oso she may feel strange....that is if she dunno i still like her....  haiz only 4 days left....somemore got fyp to do.....",21
"i icq msg her to tell her abt the forum thingie....oso asking her if she's fine. next day eagerly went to check if she replied. nope...although she's oredi online liao. haiz a bit disheartened....seems that she's ignoring me. so went online and started a small chat. learnt abt her r/s.....small jokes here and there and oso some serious talking. i feel that i still like her.....but she mentioned she's scared of r/s now....backing out from potential ones. think that's what she said.  haiz.....really just want to go up to her and hug her...that kind of feeling. i wonder if she's even the slightest attracted to me. think she has quite a number of suitors...i dunno where i rank among them but my r/s with her is definitely not very close. there r some guys who are much closer to her. at least that's the impression i get lar.  today went to my aunt's place for dinner....as usual every yr....and yeah.....i was forced to eat a portion that is beyond filling. that's fine for me in the past but now i dun really like to get too full....full is just enough. so a bit dulanz....they still treating me as if i'm an adolscent.....'eat more, young man shld be able to eat more'.....  this yr really no mood.....dun even bother to talk to my so-called stepsis......just wanna go home and watch epl matches.",21
"it's such a coincidence....the question over sj's status was still at the back of my mind. then as i was surfing the funkygrad forum....happen to read a thread which was exactly what i guessed had happened. and curiosity got the better of me....and i went to check the icq number....and it turns out that it was really her who wrote the msg. how taiko can that be!!...seems to me that the chance is extremely small.....  dunno why but my heart was pounding when i sat next to her during dinner on sat....i can still feel that liking towards her....just that it was not as strong as the beginning when i just noe her lar. but then again i was oredi rejected once.....if that one can be termed a 'proper' proposal....heard somewhere that if kenna rejected, can basically forget abt it liao....  i just wished i hadn't done what i have done that time....think i got out of control then.",21
"the first day of cny was just as expected.....same places, same ppl.....it's been a year but then it seems like i met them not long ago. think i cannot feel the cny mood....long extinct in me. even getting hongbaos feels like a routine...just a custom, tradition. the meaning is long gone....anyway i'm more interested in meeting my maternal aunties and uncles. at least can see my small cousins....i'm guilty of not knowing some of my cousins' names. especially those who are borne recently.  2nd day was more boring.....woke up at 11am.....slept at 4pm....woke up at 7pm.....haiz raining mah so feeling a bit cozy on the bed. played pool with ed and jw they all.....first time that i saw some of their gfs....haiz seems like only wl and i unattached there. then had supper at a prata shop opp beauty world...finally knew where that is. prata so so only......but came to know of many prata.....what tissue p, paper p, planta p......those indians very creative. even the beverages' names are interesting.....milo dinosaur....milo godzilla.....wakau......",21
"battlefield 1942 is very addictive....think i played it for most of the time this week....other than doing some runs for my fyp. there are many levels to it....so many vehicles to learn and different types of soldiers as well. starting to use the medic...which i think is quite good since i can heal myself. and the ak-like submachine gun is not bad too.  cny reunion dinner was special this year for a couple of reasons. first...it's the first time that it's held in my house...usually it's at my uncle's house, which is rather old liao at redhill. secondly...we had steamboat...also a first coz usually it's meat, soup and the same old usual stuff that one of my relative cook every year....and i mean EVERY year....it's the same. so it's different this year. lastly, it's the first time since 10 yrs that i had reunion dinner with 'mum'....now it's not my actual mum but then the feeling of a family is more complete than yrs before.  actually it's kind of boring....coz the routine for each year is almost the same, if not THE same....even the order with which we visit my father's brother and sister is the same. this year is not going to be different either....just that there's going to be a jc class gathering....hmm wonder how have the others changed...esp the girls coz just met some of the guys recently. that's something different this year.",21
well.....final it's time to hand up the fyp report. haiz so glad that it's going to be over.....now aiming for ca4 to pass. and then get it out of my mind.... then there's the exam.....last hurdle......must jump pass.  got the driving licence liao. it was posted to me.....hmmm looks really nice......got holograms on it. but then i wonder when will i get to actually drive my own car.   seems that i having writer's block now.....dunno what to write. must be due to the fact that i wake up 6am in the morning...  she's online now.....but dun feel like msging her. i bet she's toking to those 2....they seems to be online when she's online.....or is it i'm too suspicious??....anyway i'm balding and my complexion looks like shit so.....probably dun stand one tiny bit of chance.,21
well today's presentation was quite ok....at least i felt so. although he asked alot of questions...most of them are answerable....just some clarifications here and there. actually i forgot one crucial thing....to smile! i think i must have appeared too serious....makes the atmosphere a bit tense i guess. anyway there was the usual 'good!' exclamation at the end....i think it's an encouraging sign.....  hopefully will have the will to continue doing somemore things......ya need to download the papers that was emailed to me....  one whole xiong week is finally over.....phew........now left ca4 and the final exam......then it's the end of one phase of my life. i'm not sure i'm prepared to enter to the next but.....just have to take things as they come i guess.  my hair's thinning and i'm still feeling lousy abt this.....thinking of getting medicine but tot of the continuous cost every month associated with it. is my hair worth 200 maybe 300 dollars per mth? or rather is my self-esteem worth that much?.....think it's a decision that is postponed time after time....,21
"i passed my driving test!!!.....it came as a shock when the examiner told me that i passed. actually as i was driving back...towards the end of the route, i noticed him dozing off...i tot i had an immediate failure somewhere during the beginning. Actually i nearly mount the kerb during the perpendicular parking.....i just went forward and did it my own way....tot that would amount to immediate failure. also at the very beginning....i fumbled at the emergency brake. stepped on the accelerator instead of the brake!!! but other than this 2 incident....everything was rather smooth....yah one more thing is that i crossed the junctino during amber light. but i cannot stop in time.  think it's my lucky day....hopefully the ca3 presentation tmr goes smoothly as well.....this week very stressed...",21
today's driving lesson was ok.....settled the problem of giving him excess money last week. he oso dint know that i paid the driving fees in advance....dunno if he's acting blur or what.....but anyway i pointed it out and he accepted it so....still ok......  fyp project now running dry of ideas liao......tink that's abt the best that i can do.....now just compile whatever results that i have and then present to him on wednesday. think it will be a bit late to change the algorithm...  have been sending job applications through the email and so far.....no replies......haiz. i wonder if it's down the 'recycle bin'.....anyway think i need to touch up on my resume......,21
played soccer this morning....it's been a while since the last session. fyp getting quite sian....dunno what grade i will get....dun even noe his impression he has of me....haiz think i will just settle for a B+.....and a second upper honors......  i m thinking of her again.....i wonder if she's going out with someone now.....but i'm really busy now and i can't be distracted....especially now when the fyp and driving test ard the corner....wish march can end faster.....  sometimes i wonder why i'm so persistant.....what's the point when she has said that we r only frens? there is only her is my heart.....and i can't allow anyone in.....i feel connected to her in a way i haven't and won't probably feel with some othe gals...yet....i can't force her to like me....,21
"had the os quiz today....sibe tough. and i still dun like the lecturer's cold jokes and smug face....although he's ok as a lecturer. now it's time to revise for the exams that are coming....  qh,wf and zx came to watch manu vs newcastle match.....wow it's a 6-2 thrashing by the devils!!!...quite an unexpected scoreline.....hmmm i smell trouble for the gunners this coming thursday.....when they'll play manu in the deciding match of the league champion.  she's not sending any emails recently.....i wonder if something has happened. is she attached oredi??......haizzz......and i'm gonna feel sad once again....",21
"wow it's been so long......yeah!!>...ca4 is over!!!..........though i dun think i did quite well. he wasn't that impressed with my work but then......it's over so..... now it's only the exams.....  the exam is round the corner liao......need to start my revision soon......thankfully, vlsi not much material....os open book.....bio quite jialat.....law oso.....so think will concentrate on that 2....  recently.....got hooked onto warcraft again......seems like theres alot of tactics unexplored. hmmm.....i having writer's block now....hai continue tmr....",21
"As I begin my working life, I am starting to ponder about the real meaning of working. What is the main objective of working?   First of all, is it just a means to earning money? Should I try to get a job that is unbearable but gives me more money? I think I will hestitate to place money as the top criteria. Since I spend more time working than spending the money that I earn, the job should be at least satisfying. To me, people that work hard will spend hard. But is there a need to be this extreme? Why not work reasonably hard and not spend too much? And in the process, have some time out to engage in other more personal and fulfilling interests. Then again, why not make your job THE personal and fulfilling interest? That would be ideal, but I guess not many people can achieve that. The main reason is practicality (money earned may be less), and also figuring out what is really worth the time and effort.  Then comes the next question, is work more important than my personal life and leisure? Do I really want to forgo time that can spent enjoying life or having the company of friends, in my office? The company is not going to take care of you when you are sick, when you are retrenched. So why put in so much effort and time on something that doesn't really care? I wonder why so many people put so much effort in their work when they should be watching their children grow up, spending time with their spouses and old friends. Is it because they are just trying hard to make a living, and the jobs nowadays demand more of people? Or are they just really so interested in what they are doing?  I always feel that even the most interesting thing will get boring when you do it day in day out for many years. Does it mean that I will change job every few years? And lose the security that comes with job? Or will I adapt so well and become reluctant to switch job scope?",21
